Scenario,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,0.0485,0.1512,0.5111,-0.4179,0.1588,-0.145,0.7884,960.0
Anomalia,0.0398,0.201,0.6402,-0.4594,0.2048,0.1047,0.5784,5040.0
Anomalia,0.0473,0.2537,0.6402,-0.7819,0.258,-0.4927,0.4435,2880.0
Anomalia,0.0201,0.2714,0.6402,-0.7819,0.2722,-0.2891,-0.2637,2880.0
Anomalia,0.0195,0.2731,0.6402,-0.7819,0.2738,-0.3542,-0.3387,2880.0
Anomalia,0.0233,0.2416,0.4343,-0.7819,0.2427,-0.7275,0.2409,3120.0
Anomalia,0.0118,0.1989,0.4673,-0.5021,0.1993,-0.4278,-0.2964,2880.0
Anomalia,0.05,0.211,0.6108,-0.5021,0.2169,-0.212,-0.1077,4080.0
Anomalia,0.0251,0.2289,0.6108,-0.5676,0.2303,-0.2469,-0.1554,5040.0
Anomalia,0.0317,0.2486,0.6108,-0.5676,0.2506,-0.1758,-0.4972,5280.0
Anomalia,0.0388,0.2386,0.6108,-0.5676,0.2417,-0.229,-0.3742,5280.0
Anomalia,0.0121,0.2143,0.4907,-0.5676,0.2147,-0.2597,-0.1381,5280.0
Anomalia,0.0391,0.186,0.4907,-0.4677,0.1901,-0.0592,-0.3595,3360.0
Anomalia,0.0319,0.1663,0.4337,-0.3206,0.1693,-0.0513,-0.6616,3360.0
Anomalia,0.0276,0.1842,0.4337,-0.4967,0.1862,-0.3202,-0.4094,5280.0
Anomalia,0.0394,0.1892,0.4892,-0.4967,0.1932,-0.3335,-0.3088,5280.0
Anomalia,0.0255,0.1893,0.4892,-0.4967,0.1911,-0.2086,-0.4072,5280.0
Anomalia,0.0221,0.1833,0.4892,-0.4967,0.1846,-0.2273,-0.3308,5280.0
Anomalia,0.0411,0.1622,0.4892,-0.314,0.1673,-0.0059,-0.6162,4080.0
Anomalia,0.0288,0.1542,0.3463,-0.3784,0.1568,-0.2689,-0.6695,2640.0
Anomalia,0.0427,0.1466,0.4049,-0.3784,0.1527,-0.3081,-0.288,960.0
Anomalia,0.0316,0.1446,0.4049,-0.3784,0.148,-0.2879,-0.3307,960.0
Anomalia,0.0149,0.1393,0.4049,-0.3784,0.1401,-0.0787,-0.097,4080.0
Anomalia,0.025,0.1247,0.4049,-0.306,0.1272,0.1652,-0.0735,4080.0
Anomalia,0.0274,0.1108,0.2766,-0.2545,0.1141,0.0906,-0.4751,4080.0
Anomalia,0.033,0.1015,0.2766,-0.1802,0.1067,0.1648,-0.5459,4320.0
Anomalia,0.0439,0.0957,0.2649,-0.1757,0.1053,0.1315,-0.6349,4080.0
Anomalia,0.0348,0.0956,0.2624,-0.1757,0.1017,0.2388,-0.6431,4080.0
Anomalia,0.0203,0.0919,0.2624,-0.1757,0.0942,0.3847,-0.4993,4080.0
Anomalia,0.0331,0.0918,0.2624,-0.1757,0.0976,0.2242,-0.7672,4080.0
Anomalia,0.028,0.0905,0.2624,-0.1817,0.0947,0.1322,-0.8649,960.0
Anomalia,0.0311,0.1303,0.529,-0.3496,0.1339,0.0063,1.1221,3840.0
Anomalia,0.053,0.1986,0.5622,-0.5716,0.2055,-0.0019,0.7135,3360.0
Anomalia,0.0231,0.2484,0.5622,-0.7283,0.2495,-0.4567,0.5438,3120.0
Anomalia,0.0294,0.2598,0.5622,-0.7283,0.2615,-0.4869,0.1311,3120.0
Anomalia,0.0234,0.2578,0.5622,-0.7283,0.2589,-0.4943,0.1295,3120.0
Anomalia,0.0128,0.2117,0.3778,-0.7283,0.2121,-1.0362,1.3194,2880.0
Anomalia,0.0373,0.1832,0.3778,-0.6567,0.187,-0.884,1.1062,2880.0
Anomalia,0.0317,0.2264,0.7158,-0.6567,0.2286,-0.2012,0.5952,2880.0
Anomalia,0.0387,0.2237,0.7158,-0.6567,0.2271,-0.2774,0.7992,3600.0
Anomalia,0.0286,0.256,0.7158,-0.6567,0.2576,-0.2116,-0.2193,3360.0
Anomalia,0.024,0.2619,0.7158,-0.5343,0.263,0.0348,-0.5833,3360.0
Anomalia,0.0279,0.2363,0.5386,-0.5343,0.238,-0.1469,-0.67,3360.0
Anomalia,0.0359,0.2912,0.9281,-0.736,0.2934,0.0992,0.1003,3360.0
Anomalia,0.0396,0.3318,1.0316,-0.8839,0.3342,0.2195,0.4155,3360.0
Anomalia,0.0298,0.3782,1.0316,-1.1188,0.3794,-0.1046,0.2685,3360.0
Anomalia,0.0315,0.3924,1.0316,-1.1188,0.3937,-0.0637,-0.0272,3360.0
Anomalia,0.0101,0.3584,1.0316,-1.1188,0.3585,-0.066,0.3405,3360.0
Anomalia,0.026,0.3218,0.8161,-1.1188,0.3228,-0.3341,0.4041,3360.0
Anomalia,0.0324,0.254,0.7197,-0.4882,0.2561,0.3058,-0.587,3360.0
Anomalia,0.037,0.2179,0.5564,-0.4187,0.221,0.2035,-0.6288,3360.0
Anomalia,0.044,0.2087,0.5564,-0.4594,0.2132,0.2357,-0.4211,3360.0
Anomalia,0.0322,0.1724,0.427,-0.4594,0.1754,-0.0294,-0.4459,3360.0
Anomalia,0.0221,0.1715,0.4523,-0.4594,0.1729,-0.1484,-0.2386,3360.0
Anomalia,0.0139,0.1756,0.4523,-0.4594,0.1761,-0.0744,-0.1949,2880.0
Anomalia,0.0242,0.1561,0.4523,-0.4149,0.158,-0.0246,0.3228,2880.0
Anomalia,0.0218,0.1702,0.4523,-0.4149,0.1716,-0.0575,0.0212,2880.0
Anomalia,0.0482,0.1811,0.5449,-0.3793,0.1874,0.1104,-0.1448,3360.0
Anomalia,0.0352,0.1917,0.5449,-0.4746,0.1949,-0.0029,-0.0317,3360.0
Anomalia,0.0345,0.2123,0.5449,-0.4746,0.2151,-0.0782,-0.5714,3360.0
Anomalia,0.0344,0.2015,0.5449,-0.4746,0.2044,-0.0215,-0.3796,3360.0
Anomalia,0.0275,0.1794,0.4362,-0.4746,0.1815,-0.2824,-0.2037,3360.0
Anomalia,0.0366,0.163,0.3688,-0.4035,0.1671,-0.2897,-0.4864,4080.0
Anomalia,0.0304,0.1756,0.4206,-0.6062,0.1782,-0.6328,0.9356,3360.0
Anomalia,0.0325,0.1854,0.4725,-0.6062,0.1882,-0.4736,0.726,3360.0
Anomalia,0.0124,0.1969,0.4725,-0.6062,0.1972,-0.3709,0.1746,3360.0
Anomalia,0.0228,0.2013,0.4863,-0.6062,0.2026,-0.3209,0.2467,3360.0
Anomalia,0.0186,0.1938,0.4863,-0.3991,0.1947,0.1675,-0.3661,3360.0
Anomalia,0.02,0.2016,0.4863,-0.3991,0.2026,-0.0226,-0.7089,960.0
Anomalia,0.0443,0.2287,0.7289,-0.4345,0.2329,0.2756,-0.2613,5040.0
Anomalia,0.0253,0.2325,0.7289,-0.4345,0.2339,0.2943,-0.2808,5040.0
Anomalia,0.0388,0.2337,0.7289,-0.4345,0.2369,0.1511,-0.3654,5280.0
Anomalia,0.036,0.2182,0.7289,-0.4345,0.2212,0.3254,0.1303,5280.0
Anomalia,0.026,0.1708,0.4504,-0.4249,0.1727,-0.1547,-0.0686,5280.0
Anomalia,0.0396,0.1858,0.5631,-0.4711,0.1899,0.1138,0.3721,5280.0
Anomalia,0.0432,0.2316,0.7871,-0.5215,0.2356,0.5026,0.9708,5280.0
Anomalia,0.0202,0.289,0.7871,-0.8263,0.2897,-0.069,0.3536,5280.0
Anomalia,0.0356,0.3261,0.7871,-0.8263,0.328,-0.0297,-0.3936,5280.0
Anomalia,0.0168,0.3179,0.7871,-0.8263,0.3183,0.0601,-0.241,5280.0
Anomalia,0.0183,0.2854,0.7032,-0.8263,0.286,-0.1169,0.2261,3360.0
Anomalia,0.0461,0.244,0.7032,-0.5309,0.2483,0.327,0.0795,3360.0
Anomalia,0.0245,0.2088,0.6421,-0.474,0.2102,0.3467,0.2693,3360.0
Anomalia,0.0407,0.2089,0.6421,-0.4602,0.2128,0.1713,0.1812,2640.0
Anomalia,0.0304,0.1941,0.5364,-0.4602,0.1965,-0.0695,-0.195,3120.0
Anomalia,0.0163,0.1816,0.4277,-0.4602,0.1824,-0.155,-0.3843,5040.0
Anomalia,0.0278,0.1846,0.4393,-0.4602,0.1867,-0.1633,-0.3912,4080.0
Anomalia,0.0324,0.1613,0.4393,-0.3932,0.1645,-0.0428,-0.1693,960.0
Anomalia,0.0299,0.1751,0.4393,-0.5265,0.1776,-0.3088,0.3826,3840.0
Anomalia,0.0579,0.2059,0.5217,-0.5265,0.2139,-0.2641,0.1677,4800.0
Anomalia,0.0297,0.2135,0.5217,-0.5265,0.2156,-0.3095,0.1631,5040.0
Anomalia,0.0307,0.2268,0.5217,-0.5265,0.2289,-0.2536,-0.3729,3360.0
Anomalia,0.0315,0.2137,0.5217,-0.5222,0.216,-0.1381,-0.2525,3360.0
Anomalia,0.0111,0.1653,0.4089,-0.5222,0.1656,-0.3432,0.4119,3120.0
Anomalia,0.0463,0.1433,0.4089,-0.2764,0.1506,0.1852,-0.5814,3360.0
Anomalia,0.0306,0.1264,0.4089,-0.2161,0.1301,0.4715,-0.1331,3360.0
Anomalia,0.0286,0.115,0.3584,-0.2142,0.1184,0.4752,-0.3252,4080.0
Anomalia,0.0321,0.1149,0.3584,-0.1721,0.1193,0.5313,-0.371,4560.0
Anomalia,0.0135,0.1021,0.2539,-0.2069,0.1029,0.2144,-0.7583,4080.0
Anomalia,0.0376,0.1147,0.398,-0.2069,0.1207,0.424,-0.2736,5040.0
Anomalia,0.0308,0.1358,0.398,-0.4475,0.1393,-0.1396,0.5433,5040.0
Anomalia,0.0231,0.2122,0.6888,-0.5875,0.2134,0.0998,1.0798,2640.0
Anomalia,0.0459,0.2466,0.6888,-0.5875,0.2508,-0.0257,0.1969,3120.0
Anomalia,0.0102,0.2643,0.6888,-0.5875,0.2645,0.2121,-0.1906,3120.0
Anomalia,0.0414,0.2702,0.6888,-0.5875,0.2733,0.0784,-0.3531,3120.0
Anomalia,0.042,0.2357,0.5731,-0.5318,0.2394,0.0846,-0.3429,2880.0
Anomalia,0.024,0.2155,0.5731,-0.4711,0.2168,0.2059,-0.4074,2880.0
Anomalia,0.0545,0.2196,0.5987,-0.3788,0.2263,0.2114,-0.563,4080.0
Anomalia,0.0068,0.2302,0.5987,-0.4381,0.2303,0.3022,-0.6645,960.0
Anomalia,0.0272,0.2407,0.7723,-0.4381,0.2423,0.4392,-0.2257,2880.0
Anomalia,0.0239,0.2254,0.7723,-0.4381,0.2267,0.523,0.294,2880.0
Anomalia,0.0115,0.2141,0.7723,-0.4927,0.2144,0.2805,0.6138,3360.0
Anomalia,0.0482,0.2185,0.7723,-0.5777,0.2238,0.1294,1.2093,3360.0
Anomalia,0.0381,0.2136,0.6667,-0.5777,0.217,0.0438,0.8849,4080.0
Anomalia,0.0329,0.2527,0.6667,-0.5777,0.2548,-0.1789,-0.0619,3360.0
Anomalia,0.0456,0.2494,0.6667,-0.5777,0.2535,-0.0627,0.0031,3360.0
Anomalia,0.0207,0.2282,0.6507,-0.5641,0.2292,0.1215,-0.0529,3360.0
Anomalia,0.0207,0.216,0.5215,-0.5641,0.2169,0.0283,-0.0005,3360.0
Anomalia,0.0356,0.1689,0.5215,-0.3209,0.1726,0.5599,0.2365,3360.0
Anomalia,0.0194,0.1445,0.5215,-0.3209,0.1458,0.3894,0.5622,2640.0
Anomalia,0.0488,0.1378,0.5215,-0.2326,0.1462,0.4019,0.4585,3360.0
Anomalia,0.0353,0.131,0.3319,-0.4137,0.1357,-0.5449,0.4485,4320.0
Anomalia,0.0282,0.136,0.3319,-0.4137,0.1389,-0.4684,0.1927,4320.0
Anomalia,0.0344,0.1318,0.3319,-0.4137,0.1363,-0.4695,0.5011,4320.0
Anomalia,0.0244,0.132,0.3021,-0.4137,0.1343,-0.3903,0.2798,960.0
Anomalia,0.0258,0.1148,0.3021,-0.2727,0.1176,0.2131,-0.1611,4080.0
Anomalia,0.0377,0.1131,0.3421,-0.2213,0.1192,0.2922,-0.4253,4080.0
Anomalia,0.0283,0.1121,0.3421,-0.1926,0.1156,0.3552,-0.3653,480.0
Anomalia,0.023,0.0956,0.3421,-0.1926,0.0983,0.3366,-0.0664,960.0
Anomalia,0.034,0.1081,0.3676,-0.2289,0.1133,0.3251,0.3822,960.0
Anomalia,0.0244,0.1052,0.3676,-0.2289,0.108,0.3175,0.4468,960.0
Anomalia,0.0421,0.1309,0.4189,-0.2604,0.1375,0.3498,0.048,2640.0
Anomalia,0.0407,0.1497,0.4189,-0.3077,0.1551,0.0973,-0.4224,2640.0
Anomalia,0.0343,0.1576,0.4189,-0.3077,0.1613,0.0359,-0.5517,960.0
Anomalia,0.0454,0.1759,0.4577,-0.3077,0.1817,0.0475,-0.6986,3120.0
Anomalia,0.0271,0.1666,0.4577,-0.3077,0.1688,0.0981,-0.4777,2880.0
Anomalia,0.0366,0.1657,0.4577,-0.3924,0.1697,-0.1013,-0.2899,2880.0
Anomalia,0.0326,0.1681,0.4577,-0.3924,0.1713,-0.1269,-0.37,2880.0
Anomalia,0.014,0.1581,0.3415,-0.3924,0.1588,-0.2594,-0.6616,960.0
Anomalia,0.0289,0.153,0.3415,-0.3924,0.1557,-0.4199,-0.5137,960.0
Anomalia,0.0172,0.1397,0.3415,-0.319,0.1407,-0.1677,-0.669,960.0
Anomalia,0.0321,0.1248,0.2564,-0.2998,0.1289,-0.2505,-0.858,1200.0
Anomalia,0.0389,0.1162,0.2564,-0.3365,0.1225,-0.5537,-0.1671,1680.0
Anomalia,0.0336,0.1567,0.6046,-0.4227,0.1603,0.2032,1.5335,1680.0
Anomalia,0.0536,0.2428,0.9392,-0.4606,0.2486,0.8945,1.8894,5040.0
Anomalia,0.02,0.2836,0.9392,-0.6563,0.2843,0.4905,0.8029,1920.0
Anomalia,0.0302,0.3085,0.9392,-0.6563,0.31,0.432,-0.0351,3360.0
Anomalia,0.0221,0.2985,0.9392,-0.6563,0.2993,0.4748,0.2169,3360.0
Anomalia,0.0106,0.2483,0.6244,-0.6563,0.2485,0.0947,-0.0754,3360.0
Anomalia,0.0399,0.2162,0.6244,-0.3899,0.2198,0.4872,-0.2277,3360.0
Anomalia,0.041,0.189,0.5343,-0.3899,0.1934,0.4211,0.0289,3360.0
Anomalia,0.0309,0.1863,0.5343,-0.3899,0.1888,0.6047,0.1312,720.0
Anomalia,0.0444,0.1691,0.475,-0.3899,0.1749,0.1068,-0.1418,4080.0
Anomalia,0.0244,0.1803,0.4454,-0.4444,0.1819,-0.075,-0.4319,4080.0
Anomalia,0.015,0.1888,0.519,-0.4944,0.1894,-0.1114,-0.1058,4080.0
Anomalia,0.0427,0.1779,0.519,-0.4944,0.183,-0.4679,0.5767,4080.0
Anomalia,0.0153,0.1839,0.519,-0.4944,0.1845,-0.4292,0.358,3840.0
Anomalia,0.0431,0.1767,0.6638,-0.4944,0.1819,-0.0357,1.5805,3360.0
Anomalia,0.0319,0.1637,0.6638,-0.4934,0.1668,0.1324,1.403,3360.0
Anomalia,0.0242,0.1704,0.6638,-0.4934,0.1721,0.206,1.0487,3360.0
Anomalia,0.041,0.1636,0.6638,-0.3386,0.1686,0.4289,0.7268,3360.0
Anomalia,0.0301,0.1392,0.3294,-0.3386,0.1424,-0.0295,-0.3111,3360.0
Anomalia,0.0361,0.1211,0.3294,-0.2835,0.1264,0.1794,-0.0185,3360.0
Anomalia,0.0362,0.1056,0.3037,-0.233,0.1116,0.1676,-0.1688,4080.0
Anomalia,0.023,0.0933,0.2349,-0.1606,0.0961,-0.012,-0.7663,4080.0
Anomalia,0.0195,0.0838,0.2349,-0.154,0.0861,-0.08,-0.6582,4080.0
Anomalia,0.0372,0.0912,0.2508,-0.1535,0.0985,-0.0764,-0.6497,720.0
Anomalia,0.0239,0.0985,0.2508,-0.2111,0.1014,-0.115,-0.5223,240.0
Anomalia,0.0356,0.1356,0.5007,-0.2758,0.1402,0.3232,0.6308,5040.0
Anomalia,0.0292,0.2032,0.5635,-0.6745,0.2052,-0.1676,0.9299,480.0
Anomalia,0.025,0.2196,0.5635,-0.6745,0.221,0.0555,0.3149,5040.0
Anomalia,0.0321,0.2404,0.5635,-0.6745,0.2425,-0.0266,-0.2428,4080.0
Anomalia,0.0257,0.2319,0.5635,-0.6745,0.2333,-0.0207,-0.0452,4080.0
Anomalia,0.0401,0.1854,0.5174,-0.4033,0.1897,0.1095,-0.1991,2880.0
Anomalia,0.0252,0.2055,0.6521,-0.4846,0.207,0.1103,0.2264,5280.0
Anomalia,0.0384,0.2292,0.6521,-0.5336,0.2324,0.0575,0.0451,5040.0
Anomalia,0.0377,0.2657,0.6521,-0.5524,0.2684,-0.0021,-0.2852,5040.0
Anomalia,0.0257,0.2847,0.6521,-0.5524,0.2858,0.0834,-0.6611,5280.0
Anomalia,0.0283,0.2682,0.6494,-0.5524,0.2697,0.0215,-0.585,5280.0
Anomalia,0.0214,0.2388,0.6494,-0.5524,0.2398,-0.0505,-0.2303,2880.0
Anomalia,0.0226,0.2136,0.5422,-0.4658,0.2148,-0.1315,-0.3381,3360.0
Anomalia,0.0375,0.1979,0.5422,-0.4658,0.2014,-0.3065,-0.2179,4080.0
Anomalia,0.0405,0.1931,0.5422,-0.4658,0.1973,-0.3481,-0.0947,5280.0
Anomalia,0.0276,0.1867,0.5422,-0.4658,0.1887,-0.1783,-0.1767,5280.0
Anomalia,0.0305,0.1728,0.557,-0.3955,0.1755,0.0592,-0.1547,5280.0
Anomalia,0.0203,0.1653,0.557,-0.3175,0.1665,0.1998,-0.0276,5280.0
Anomalia,0.0237,0.1485,0.557,-0.3175,0.1504,0.2494,0.8338,2880.0
Anomalia,0.0355,0.16,0.557,-0.3342,0.1639,0.4225,0.5461,2880.0
Anomalia,0.0368,0.1585,0.469,-0.4345,0.1627,-0.0186,0.175,3360.0
Anomalia,0.0313,0.1562,0.469,-0.4345,0.1593,-0.0064,0.2419,3360.0
Anomalia,0.0274,0.1748,0.469,-0.4345,0.1769,0.0922,-0.3455,3360.0
Anomalia,0.0295,0.1577,0.4099,-0.4345,0.1604,-0.1493,-0.2392,3360.0
Anomalia,0.0272,0.1491,0.4099,-0.2985,0.1516,-0.0777,-0.7225,960.0
Anomalia,0.0446,0.1369,0.4099,-0.2985,0.144,-0.2003,-0.2969,960.0
Anomalia,0.0331,0.1264,0.2889,-0.228,0.1307,-0.2327,-0.8132,960.0
Anomalia,0.0349,0.1256,0.2889,-0.228,0.1303,-0.1224,-0.8075,960.0
Anomalia,0.0314,0.1192,0.2802,-0.228,0.1233,-0.0367,-0.7613,960.0
Anomalia,0.0098,0.1238,0.2802,-0.228,0.1242,0.2464,-0.7079,960.0
Anomalia,0.0368,0.137,0.3551,-0.3492,0.1418,0.0943,-0.3867,960.0
Anomalia,0.0249,0.1599,0.4281,-0.3909,0.1618,-0.1305,-0.2102,960.0
Anomalia,0.025,0.2201,0.5787,-0.611,0.2215,-0.0423,0.0457,2640.0
Anomalia,0.0382,0.2472,0.5946,-0.611,0.2502,-0.0748,-0.3985,3120.0
Anomalia,0.0178,0.261,0.5946,-0.611,0.2617,0.1647,-0.6253,2880.0
Anomalia,0.0437,0.2661,0.5946,-0.611,0.2696,0.0907,-0.7634,2880.0
Anomalia,0.0396,0.2305,0.5946,-0.4224,0.2338,0.3639,-0.6048,2880.0
Anomalia,0.0373,0.2068,0.5211,-0.3822,0.2101,0.4854,-0.5441,2880.0
Anomalia,0.0471,0.1845,0.4992,-0.315,0.1905,0.5301,-0.5207,2880.0
Anomalia,0.0149,0.1667,0.4992,-0.3538,0.1674,0.5777,-0.015,2880.0
Anomalia,0.0301,0.1502,0.4047,-0.3538,0.1532,0.2249,-0.3908,4080.0
Anomalia,0.0305,0.1387,0.3555,-0.3538,0.1421,0.0912,-0.2341,4080.0
Anomalia,0.0165,0.1288,0.3555,-0.3538,0.1299,-0.1145,0.1289,4080.0
Anomalia,0.0421,0.1613,0.6067,-0.6012,0.1667,-0.0881,2.556,2880.0
Anomalia,0.027,0.2661,0.8464,-0.8731,0.2674,0.1421,1.6795,5280.0
Anomalia,0.0323,0.3076,0.8464,-0.8731,0.3093,-0.0885,0.4002,3360.0
Anomalia,0.041,0.3301,0.8464,-0.8731,0.3327,-0.0806,-0.2136,3360.0
Anomalia,0.0167,0.3262,0.8464,-0.8731,0.3266,0.0662,-0.2207,3360.0
Anomalia,0.0264,0.2642,0.5829,-0.664,0.2655,-0.1115,-0.4044,3360.0
Anomalia,0.0296,0.2315,0.5829,-0.5259,0.2333,0.1951,-0.7104,3360.0
Anomalia,0.0263,0.2114,0.465,-0.5259,0.213,0.0238,-0.641,3360.0
Anomalia,0.0417,0.1864,0.465,-0.4108,0.191,0.0549,-0.4545,3360.0
Anomalia,0.0362,0.1685,0.4466,-0.4108,0.1723,-0.066,-0.1446,3360.0
Anomalia,0.0316,0.1697,0.3999,-0.4108,0.1727,-0.3604,-0.222,2880.0
Anomalia,0.0315,0.1476,0.3505,-0.3807,0.1509,-0.436,0.0663,2880.0
Anomalia,0.0397,0.1449,0.3505,-0.3807,0.1503,-0.5197,0.2263,3120.0
Anomalia,0.0257,0.1433,0.3505,-0.3807,0.1456,-0.4195,0.1511,2880.0
Anomalia,0.0326,0.1338,0.4552,-0.2714,0.1378,0.1588,0.2698,5280.0
Anomalia,0.0246,0.1467,0.4552,-0.2637,0.1487,0.16,-0.2552,5280.0
Anomalia,0.0172,0.1478,0.4552,-0.2637,0.1488,0.2707,-0.2306,5280.0
Anomalia,0.0387,0.1442,0.4552,-0.2528,0.1493,0.1849,-0.3092,3360.0
Anomalia,0.0266,0.1223,0.2923,-0.2528,0.1251,-0.0955,-0.3056,3360.0
Anomalia,0.0455,0.1136,0.2898,-0.2908,0.1224,-0.1626,-0.0965,960.0
Anomalia,0.0344,0.118,0.2829,-0.2908,0.1229,-0.2454,-0.1434,960.0
Anomalia,0.0209,0.1204,0.2829,-0.2908,0.1222,-0.2596,-0.3092,3360.0
Anomalia,0.035,0.1421,0.4663,-0.2908,0.1463,0.0243,0.0803,3360.0
Anomalia,0.0215,0.1406,0.4663,-0.2827,0.1423,0.4335,0.2792,3360.0
Anomalia,0.0448,0.1502,0.4663,-0.2848,0.1567,0.2511,-0.2358,3360.0
Anomalia,0.0415,0.1655,0.4663,-0.4118,0.1706,0.0401,-0.3298,960.0
Anomalia,0.0268,0.1781,0.4823,-0.4118,0.1801,0.1192,-0.4324,2880.0
Anomalia,0.0456,0.181,0.4823,-0.4118,0.1867,-0.081,-0.5285,5040.0
Anomalia,0.0085,0.1837,0.4823,-0.4118,0.1839,0.1067,-0.3904,4080.0
Anomalia,0.037,0.1692,0.4823,-0.4116,0.1732,-0.1315,-0.0502,4080.0
Anomalia,0.0265,0.1497,0.3505,-0.4116,0.1521,-0.4768,0.1087,480.0
Anomalia,0.0156,0.1802,0.7881,-0.4116,0.1809,0.6104,3.0354,2880.0
Anomalia,0.0485,0.2625,0.8119,-0.9444,0.2669,-0.016,2.4162,5040.0
Anomalia,0.0263,0.3031,0.8119,-0.9444,0.3043,0.168,0.8505,3360.0
Anomalia,0.0366,0.3433,0.8119,-0.9444,0.3452,0.044,-0.1138,3360.0
Anomalia,0.0442,0.3376,0.8119,-0.9444,0.3404,-0.1161,-0.195,3360.0
Anomalia,0.021,0.2803,0.7158,-0.6807,0.2811,0.0696,-0.2709,3360.0
Anomalia,0.0348,0.2531,0.6797,-0.6807,0.2555,-0.0652,-0.2812,3360.0
Anomalia,0.0412,0.2087,0.5585,-0.451,0.2128,0.0857,-0.7398,3360.0
Anomalia,0.0249,0.1991,0.5585,-0.451,0.2006,0.1349,-0.4054,3120.0
Anomalia,0.0429,0.1876,0.5585,-0.3836,0.1924,0.1083,-0.3188,3120.0
Anomalia,0.0219,0.1862,0.5585,-0.3836,0.1875,0.0006,-0.2375,3360.0
Anomalia,0.0235,0.1729,0.4368,-0.3836,0.1745,-0.3858,-0.502,3840.0
Anomalia,0.0439,0.159,0.3265,-0.3734,0.1649,-0.6481,-0.2654,3840.0
Anomalia,0.028,0.1882,0.4256,-0.5818,0.1903,-0.5893,-0.1096,2880.0
Anomalia,0.0399,0.1895,0.4256,-0.5818,0.1937,-0.4785,-0.0794,3360.0
Anomalia,0.0332,0.1852,0.4256,-0.5818,0.1882,-0.4092,0.0067,3360.0
Anomalia,0.0119,0.1895,0.4256,-0.5818,0.1899,-0.149,-0.2781,3360.0
Anomalia,0.0324,0.1581,0.3893,-0.3928,0.1614,-0.0769,-0.5985,3360.0
Anomalia,0.0296,0.1378,0.3292,-0.2862,0.141,-0.0391,-0.8645,3360.0
Anomalia,0.0329,0.1349,0.3292,-0.2862,0.1389,0.0082,-0.7659,960.0
Anomalia,0.0483,0.1237,0.3317,-0.2647,0.1328,0.0005,-0.5346,960.0
Anomalia,0.0301,0.1277,0.3317,-0.2962,0.1313,-0.071,-0.2421,960.0
Anomalia,0.0348,0.117,0.3317,-0.2962,0.122,-0.1527,-0.0604,960.0
Anomalia,0.0419,0.1125,0.3317,-0.2962,0.12,-0.2625,0.2229,960.0
Anomalia,0.0259,0.1226,0.3463,-0.2962,0.1253,-0.1384,-0.3038,960.0
Anomalia,0.0396,0.1721,0.6436,-0.6707,0.1766,-0.0728,3.3656,960.0
Anomalia,0.0129,0.2442,0.6621,-0.7439,0.2445,-0.4424,1.4258,2880.0
Anomalia,0.0215,0.2786,0.6621,-0.7439,0.2795,-0.4812,0.5655,3120.0
Anomalia,0.0275,0.3049,0.6621,-0.7439,0.3061,-0.388,-0.0908,2880.0
Anomalia,0.0226,0.2921,0.6621,-0.7439,0.293,-0.4302,-0.1415,2880.0
Anomalia,0.0482,0.2448,0.6185,-0.7333,0.2495,-0.4077,0.1123,2880.0
Anomalia,0.0235,0.2496,0.6185,-0.7126,0.2507,-0.1998,-0.2771,2880.0
Anomalia,0.0363,0.2583,0.5299,-0.7429,0.2608,-0.4133,0.0328,2880.0
Anomalia,0.0412,0.2602,0.5299,-0.7429,0.2634,-0.4929,0.0774,2880.0
Anomalia,0.0391,0.2696,0.5921,-0.7429,0.2724,-0.3673,-0.1265,3360.0
Anomalia,0.047,0.2415,0.5921,-0.7429,0.2461,-0.3335,0.0904,3360.0
Anomalia,0.0307,0.2037,0.5921,-0.4777,0.206,-0.2675,-0.2406,3360.0
Anomalia,0.0171,0.2139,0.5921,-0.5854,0.2146,-0.1638,-0.2193,3360.0
Anomalia,0.0309,0.2433,0.8067,-0.5854,0.2452,-0.208,0.3987,3360.0
Anomalia,0.0358,0.2728,0.8067,-0.7825,0.2752,-0.4062,0.3324,3120.0
Anomalia,0.0409,0.2654,0.8067,-0.7825,0.2686,-0.4319,0.6306,3120.0
Anomalia,0.0494,0.2506,0.8067,-0.7825,0.2554,-0.3706,1.0668,3360.0
Anomalia,0.0242,0.2064,0.6077,-0.7825,0.2078,-0.3796,1.5905,3360.0
Anomalia,0.0283,0.1463,0.4854,-0.2391,0.149,0.4298,-0.299,3360.0
Anomalia,0.02,0.165,0.4854,-0.4222,0.1662,0.2519,-0.2469,480.0
Anomalia,0.0225,0.1576,0.3864,-0.4222,0.1592,-0.0326,-0.3388,960.0
Anomalia,0.0347,0.1429,0.3864,-0.4222,0.147,-0.2845,0.4099,960.0
Anomalia,0.0282,0.1501,0.3864,-0.4222,0.1527,-0.1566,0.1678,960.0
Anomalia,0.041,0.1249,0.3864,-0.2691,0.1314,0.0162,0.2213,960.0
Anomalia,0.0405,0.1022,0.3371,-0.2691,0.11,-0.0196,0.7779,960.0
Anomalia,0.0417,0.1127,0.3371,-0.2691,0.1202,-0.0229,-0.0125,960.0
Anomalia,0.0282,0.102,0.2952,-0.2622,0.1058,-0.1396,-0.1756,960.0
