Scenario,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccX_RMS,AccX_Skew,AccX_Kurt,AccX_PeakFreq_Hz
Anomalia,0.004,0.1424,0.2933,-0.3446,0.1425,-0.0276,-0.618,2640.0
Anomalia,0.0192,0.1503,0.2933,-0.3446,0.1515,-0.1787,-0.9019,2640.0
Anomalia,0.0032,0.1515,0.3415,-0.3476,0.1516,-0.2037,-0.6395,2640.0
Anomalia,0.0251,0.1647,0.4062,-0.348,0.1666,-0.1287,-0.7166,2640.0
Anomalia,0.0172,0.2118,0.5854,-0.4667,0.2125,0.0059,-0.4055,2640.0
Anomalia,0.0004,0.2207,0.5854,-0.4667,0.2207,0.1144,-0.5926,2640.0
Anomalia,0.0202,0.2104,0.5854,-0.4667,0.2113,-0.0811,-0.3296,2640.0
Anomalia,0.0117,0.1863,0.5854,-0.4667,0.1866,-0.0468,0.6922,2400.0
Anomalia,0.0132,0.1379,0.295,-0.3492,0.1386,-0.3289,-0.2235,2400.0
Anomalia,0.0274,0.1942,0.5528,-0.5103,0.1961,-0.1196,0.6505,2640.0
Anomalia,0.0127,0.2244,0.5528,-0.5103,0.2248,-0.0674,-0.3256,2640.0
Anomalia,0.014,0.2482,0.5528,-0.5103,0.2486,-0.0607,-0.9875,2640.0
Anomalia,0.0159,0.2414,0.5528,-0.5103,0.242,-0.0689,-0.8187,2880.0
Anomalia,0.0138,0.1884,0.3563,-0.4721,0.1889,-0.145,-0.8062,2880.0
Anomalia,0.0199,0.2085,0.6352,-0.4694,0.2095,0.2753,-0.1706,2880.0
Anomalia,0.0105,0.2211,0.6352,-0.4694,0.2213,0.2581,-0.1126,2880.0
Anomalia,0.0055,0.236,0.6352,-0.4694,0.236,0.2371,-0.5406,2880.0
Anomalia,0.0125,0.2334,0.6352,-0.4694,0.2337,0.1708,-0.4602,2880.0
Anomalia,0.0031,0.1895,0.5487,-0.4368,0.1895,-0.0179,-0.4171,2880.0
Anomalia,0.016,0.1818,0.3726,-0.3778,0.1825,-0.0453,-0.8312,2880.0
Anomalia,0.0238,0.1578,0.3726,-0.3778,0.1596,-0.0539,-0.3486,2640.0
Anomalia,0.0128,0.1548,0.3726,-0.3778,0.1553,0.0712,-0.242,2640.0
Anomalia,0.0173,0.1684,0.3726,-0.3778,0.1693,0.0743,-0.5367,2640.0
Anomalia,0.0107,0.1582,0.3774,-0.3442,0.1586,0.0585,-0.4695,2640.0
Anomalia,0.007,0.1519,0.3774,-0.3442,0.1521,0.0865,-0.1582,2640.0
Anomalia,0.0203,0.1522,0.3774,-0.3442,0.1536,-0.124,-0.1673,2880.0
Anomalia,0.0162,0.1257,0.3774,-0.3442,0.1268,-0.1923,0.922,2400.0
Anomalia,0.0214,0.1144,0.3206,-0.3261,0.1164,-0.2472,0.5318,2640.0
Anomalia,0.0133,0.1536,0.3206,-0.3916,0.1542,-0.2649,-0.2319,2640.0
Anomalia,-0.0043,0.1617,0.3206,-0.3916,0.1618,-0.0283,-0.6536,2640.0
Anomalia,0.0138,0.165,0.3206,-0.3916,0.1656,-0.24,-0.6994,2640.0
Anomalia,0.0088,0.1501,0.3177,-0.3916,0.1503,-0.2179,-0.4585,2640.0
Anomalia,0.0163,0.1512,0.3484,-0.3526,0.1521,-0.2023,-0.6152,2640.0
Anomalia,0.0337,0.1876,0.4479,-0.4143,0.1906,-0.1518,-0.4961,2640.0
Anomalia,0.0029,0.2203,0.4479,-0.4621,0.2203,-0.0574,-0.9442,2640.0
Anomalia,0.0068,0.2353,0.4479,-0.4621,0.2354,-0.0854,-1.2088,2640.0
Anomalia,0.0067,0.2255,0.4479,-0.4621,0.2256,-0.0954,-1.045,2640.0
Anomalia,0.0024,0.2065,0.3645,-0.4621,0.2065,-0.1584,-1.0549,2640.0
Anomalia,0.0239,0.1799,0.3357,-0.3695,0.1815,-0.0653,-1.065,2640.0
Anomalia,0.0199,0.1702,0.3313,-0.3392,0.1713,-0.0292,-1.0639,2640.0
Anomalia,0.0179,0.1726,0.3313,-0.3388,0.1735,-0.0211,-1.1473,2640.0
Anomalia,0.0103,0.1659,0.3313,-0.3388,0.1662,-0.031,-1.0948,2640.0
Anomalia,0.0027,0.1586,0.3198,-0.3388,0.1586,-0.0722,-1.0226,2640.0
Anomalia,0.0168,0.1403,0.3198,-0.3388,0.1413,-0.2453,-0.5522,2640.0
Anomalia,0.021,0.179,0.5378,-0.5311,0.1803,0.0351,1.3343,2880.0
Anomalia,0.0135,0.1814,0.5378,-0.5311,0.1819,0.0779,1.4485,2880.0
Anomalia,0.0185,0.1815,0.5378,-0.5311,0.1824,0.0566,1.4199,2880.0
Anomalia,0.0049,0.1888,0.5378,-0.5311,0.1889,0.2262,0.916,2880.0
Anomalia,0.0,0.1413,0.3521,-0.3859,0.1413,0.0493,-0.0453,2880.0
Anomalia,0.018,0.1241,0.2877,-0.2862,0.1254,-0.0156,-0.5814,2880.0
Anomalia,0.0142,0.1186,0.2877,-0.2862,0.1194,-0.0772,-0.3912,2880.0
Anomalia,0.0208,0.1026,0.2877,-0.2862,0.1047,-0.1911,0.3719,2880.0
Anomalia,0.0204,0.089,0.2259,-0.1623,0.0913,0.085,-0.5929,2880.0
Anomalia,-0.0028,0.1115,0.2318,-0.3252,0.1116,-0.558,0.2255,2880.0
Anomalia,0.0075,0.1441,0.3332,-0.3252,0.1443,-0.0303,-0.3212,2880.0
Anomalia,0.0107,0.1826,0.3813,-0.3459,0.1829,0.0714,-0.9583,2880.0
Anomalia,0.0188,0.2086,0.3813,-0.3459,0.2094,-0.0033,-1.3129,2640.0
Anomalia,0.0333,0.1924,0.3813,-0.3459,0.1952,-0.0393,-1.0588,2640.0
Anomalia,0.02,0.1687,0.3813,-0.3459,0.1699,0.0945,-0.4179,2640.0
Anomalia,0.0086,0.1391,0.3676,-0.3186,0.1394,0.1944,0.0752,2640.0
Anomalia,0.0027,0.1281,0.3584,-0.3025,0.1281,0.1668,0.011,2880.0
Anomalia,0.0072,0.1316,0.3584,-0.3025,0.1318,0.1092,-0.2332,2640.0
Anomalia,0.0152,0.1304,0.3584,-0.3025,0.1313,-0.0289,-0.1703,2880.0
Anomalia,0.0255,0.1311,0.3584,-0.3025,0.1336,-0.233,-0.1065,2880.0
Anomalia,0.0165,0.1147,0.243,-0.3161,0.1159,-0.547,-0.0969,2880.0
Anomalia,0.01,0.1201,0.243,-0.3161,0.1205,-0.5076,-0.2303,2880.0
Anomalia,0.0004,0.1257,0.243,-0.3161,0.1257,-0.2946,-0.6539,2880.0
Anomalia,0.0071,0.1187,0.233,-0.3161,0.1189,-0.3615,-0.4749,2640.0
Anomalia,0.0168,0.118,0.3108,-0.2685,0.1192,-0.0606,-0.5751,2640.0
Anomalia,0.0192,0.1372,0.373,-0.3373,0.1386,-0.0308,-0.2856,2640.0
Anomalia,0.0229,0.2094,0.522,-0.4779,0.2106,-0.0654,-0.059,2880.0
Anomalia,0.0017,0.2382,0.522,-0.4779,0.2382,0.096,-0.7664,2640.0
Anomalia,0.008,0.2394,0.522,-0.4779,0.2395,0.0516,-0.7992,2640.0
Anomalia,0.0139,0.2269,0.522,-0.4779,0.2274,0.0016,-0.4895,2640.0
Anomalia,0.0152,0.1726,0.4585,-0.4078,0.1733,-0.0539,-0.4876,2640.0
Anomalia,0.0284,0.1975,0.4877,-0.5061,0.1996,-0.0343,0.019,2640.0
Anomalia,0.0146,0.2494,0.4921,-0.5318,0.2498,-0.1085,-0.5707,2880.0
Anomalia,0.0068,0.2759,0.4921,-0.5318,0.276,-0.0326,-1.0784,2880.0
Anomalia,0.0127,0.2745,0.4921,-0.5318,0.2748,-0.0833,-1.0553,2880.0
Anomalia,0.0084,0.2599,0.4921,-0.5318,0.26,-0.0514,-0.9882,2880.0
Anomalia,0.0072,0.2516,0.4923,-0.4644,0.2517,0.0183,-1.034,2880.0
Anomalia,0.0191,0.2219,0.4923,-0.4644,0.2228,-0.0676,-0.452,2640.0
Anomalia,0.0034,0.2219,0.4923,-0.4644,0.2219,0.0719,-0.4431,2880.0
Anomalia,0.0072,0.2075,0.4923,-0.4644,0.2076,-0.0384,-0.3822,2880.0
Anomalia,0.0204,0.146,0.3636,-0.3221,0.1474,-0.0567,-0.3237,2640.0
Anomalia,0.0114,0.1489,0.3636,-0.3221,0.1493,-0.0257,-0.6328,2640.0
Anomalia,0.0223,0.1496,0.3636,-0.3221,0.1513,-0.1037,-0.6486,2640.0
Anomalia,0.0171,0.1206,0.277,-0.2499,0.1218,-0.0187,-1.0327,2640.0
Anomalia,0.0088,0.1471,0.3108,-0.3501,0.1474,-0.0708,-0.8491,2640.0
Anomalia,0.012,0.1834,0.4245,-0.3978,0.1838,-0.0166,-0.7527,2640.0
Anomalia,0.01,0.2381,0.5074,-0.4909,0.2383,-0.0575,-0.8312,2640.0
Anomalia,0.0161,0.2473,0.5074,-0.4909,0.2478,-0.1,-1.0325,2640.0
Anomalia,0.0221,0.2399,0.5074,-0.4909,0.2409,-0.142,-0.8725,2880.0
Anomalia,0.0138,0.2347,0.5074,-0.4909,0.2351,-0.0933,-0.8043,2880.0
Anomalia,0.0062,0.2016,0.4218,-0.3878,0.2017,-0.043,-1.0317,2880.0
Anomalia,0.0042,0.1971,0.4218,-0.3878,0.1971,-0.0651,-0.9277,2640.0
Anomalia,0.0046,0.2006,0.4218,-0.3878,0.2006,-0.0486,-1.0018,2640.0
Anomalia,0.0102,0.1861,0.4218,-0.3822,0.1864,-0.077,-1.056,2880.0
Anomalia,0.0269,0.177,0.3747,-0.3265,0.1791,-0.0685,-1.1351,2640.0
Anomalia,0.0216,0.2168,0.523,-0.4122,0.2179,0.004,-1.0192,2640.0
Anomalia,0.0077,0.2558,0.523,-0.508,0.2559,-0.0065,-1.0308,2640.0
Anomalia,-0.0007,0.2644,0.523,-0.508,0.2644,0.0294,-1.1357,2640.0
Anomalia,0.0023,0.2615,0.523,-0.508,0.2615,0.0032,-1.0838,2640.0
Anomalia,0.0092,0.2391,0.5205,-0.508,0.2393,-0.1018,-0.9084,2880.0
Anomalia,0.0257,0.198,0.3774,-0.3968,0.1997,-0.1453,-1.0869,2880.0
Anomalia,0.0283,0.1881,0.3626,-0.3836,0.1902,-0.1658,-0.9947,2640.0
Anomalia,0.0109,0.1869,0.3515,-0.3836,0.1872,-0.1071,-1.0637,2640.0
Anomalia,0.0051,0.1701,0.3179,-0.3836,0.1702,-0.1564,-0.9031,2640.0
Anomalia,0.0071,0.1561,0.3179,-0.3836,0.1563,-0.2848,-0.7024,2880.0
Anomalia,0.0103,0.1707,0.3895,-0.3553,0.171,-0.097,-0.7809,2880.0
Anomalia,0.0211,0.1961,0.4323,-0.398,0.1972,-0.0593,-0.6648,2880.0
Anomalia,0.0194,0.2211,0.4323,-0.398,0.2219,-0.0731,-1.0769,2880.0
Anomalia,0.004,0.2503,0.4323,-0.4393,0.2503,0.0048,-1.3922,2880.0
Anomalia,0.011,0.2408,0.4323,-0.4393,0.241,-0.023,-1.2309,2880.0
Anomalia,0.0037,0.2151,0.4281,-0.4393,0.2151,-0.0197,-1.0282,2880.0
Anomalia,0.0146,0.2328,0.4902,-0.4393,0.2332,0.0282,-0.9591,2880.0
Anomalia,0.0271,0.2021,0.4902,-0.416,0.2039,0.1336,-0.4515,2880.0
Anomalia,0.0152,0.206,0.4902,-0.416,0.2066,0.0811,-0.5679,2880.0
Anomalia,0.0237,0.2577,0.5816,-0.475,0.2588,0.0124,-0.7925,2880.0
Anomalia,0.0103,0.2657,0.5816,-0.5645,0.2659,-0.0709,-0.676,2640.0
Anomalia,0.0067,0.266,0.5816,-0.5645,0.266,-0.0744,-0.6839,2640.0
Anomalia,0.0202,0.2572,0.5816,-0.5645,0.258,-0.1631,-0.4405,2640.0
Anomalia,0.0187,0.2197,0.5178,-0.5645,0.2205,-0.2829,-0.2588,2880.0
Anomalia,0.0243,0.1585,0.3766,-0.3254,0.1603,-0.1367,-0.4813,2880.0
Anomalia,0.0194,0.1497,0.3766,-0.3254,0.1509,0.0324,-0.3725,2640.0
Anomalia,0.0027,0.1458,0.3766,-0.3254,0.1458,0.15,-0.3689,2640.0
Anomalia,0.0001,0.1695,0.4717,-0.373,0.1695,0.3397,0.4434,2880.0
Anomalia,0.0006,0.1876,0.4717,-0.373,0.1876,0.3135,-0.2552,2640.0
Anomalia,0.0177,0.1899,0.4717,-0.373,0.1907,0.106,-0.4007,2640.0
Anomalia,0.0316,0.1889,0.4717,-0.373,0.1916,-0.026,-0.3657,2640.0
Anomalia,0.0152,0.1466,0.3244,-0.3503,0.1473,-0.109,-0.2357,2640.0
Anomalia,0.0179,0.1268,0.3403,-0.3503,0.128,-0.0401,0.4493,2880.0
Anomalia,0.0025,0.148,0.3526,-0.3503,0.148,0.113,-0.213,2880.0
Anomalia,-0.0004,0.1566,0.3526,-0.3503,0.1566,-0.0093,-0.4744,2880.0
Anomalia,0.0241,0.1443,0.3526,-0.3129,0.1462,-0.1623,-0.2671,2640.0
Anomalia,0.016,0.1326,0.3526,-0.3129,0.1336,-0.1938,0.0595,2640.0
Anomalia,0.0177,0.106,0.2635,-0.3129,0.1075,-0.3797,0.5111,2880.0
Anomalia,0.0192,0.073,0.1926,-0.1554,0.0755,-0.2046,-0.6331,2640.0
Anomalia,0.0076,0.0786,0.1577,-0.1667,0.0789,-0.3011,-0.7991,2640.0
Anomalia,0.0177,0.0828,0.1817,-0.1667,0.0846,-0.2596,-0.8077,2640.0
Anomalia,0.0216,0.0907,0.2499,-0.2105,0.0932,-0.2367,-0.4494,2400.0
Anomalia,0.0096,0.1352,0.3267,-0.3599,0.1356,-0.3414,-0.1405,2880.0
Anomalia,0.0173,0.1468,0.3267,-0.3599,0.1478,-0.3057,-0.4243,2880.0
Anomalia,0.0069,0.1639,0.3267,-0.3599,0.1641,-0.1239,-0.8979,2880.0
Anomalia,0.0104,0.1638,0.3267,-0.3599,0.1642,-0.1261,-0.8787,2880.0
Anomalia,0.0209,0.147,0.3231,-0.282,0.1485,0.0054,-0.9787,2880.0
Anomalia,0.008,0.1747,0.4124,-0.3924,0.1749,-0.0583,-0.763,2880.0
Anomalia,0.0189,0.1842,0.4124,-0.3924,0.1852,-0.1525,-0.763,2880.0
Anomalia,0.018,0.1931,0.4124,-0.3924,0.1939,-0.1371,-1.0079,2880.0
Anomalia,0.0078,0.1909,0.4124,-0.3924,0.1911,-0.0823,-0.9861,2640.0
Anomalia,0.0224,0.1635,0.3434,-0.3864,0.165,-0.0678,-0.9204,2640.0
Anomalia,0.0181,0.1617,0.3096,-0.358,0.1627,-0.1449,-1.0382,2400.0
Anomalia,0.0127,0.1522,0.3096,-0.358,0.1527,-0.1063,-0.8897,2640.0
Anomalia,0.0278,0.1688,0.417,-0.358,0.1711,-0.0158,-0.7643,2400.0
Anomalia,0.011,0.1831,0.417,-0.358,0.1834,-0.0497,-0.9599,2880.0
Anomalia,0.0042,0.1649,0.417,-0.3321,0.165,0.0501,-0.6487,2880.0
Anomalia,0.0109,0.1828,0.4339,-0.3321,0.1832,0.1384,-0.6975,2640.0
Anomalia,0.0038,0.1615,0.4339,-0.3321,0.1615,0.1047,-0.2993,2640.0
Anomalia,0.0224,0.1761,0.4471,-0.3797,0.1776,0.2476,-0.2784,2880.0
Anomalia,0.0201,0.1928,0.4471,-0.3797,0.1939,0.1997,-0.6361,2880.0
Anomalia,0.0132,0.1806,0.4471,-0.3797,0.1811,0.1483,-0.5423,2880.0
Anomalia,0.0089,0.1878,0.4471,-0.3797,0.188,0.1366,-0.7806,2880.0
Anomalia,0.0018,0.1539,0.407,-0.3519,0.1539,0.0135,-0.664,2880.0
Anomalia,0.0171,0.1262,0.2952,-0.2779,0.1273,-0.1541,-0.6739,2880.0
Anomalia,0.0236,0.1177,0.2952,-0.2779,0.1201,-0.0449,-0.5386,2880.0
Anomalia,0.0172,0.1066,0.261,-0.2159,0.1079,0.0649,-0.7227,2880.0
Anomalia,0.0141,0.1418,0.3534,-0.3463,0.1425,-0.1034,-0.1504,2880.0
Anomalia,0.0042,0.1882,0.3772,-0.4151,0.1882,-0.0352,-0.6795,2880.0
Anomalia,0.0024,0.1937,0.3772,-0.4151,0.1937,-0.0007,-0.8663,2880.0
Anomalia,0.0219,0.196,0.3772,-0.4151,0.1973,-0.1728,-0.8817,2880.0
Anomalia,0.0223,0.1861,0.3772,-0.4151,0.1875,-0.2278,-0.685,2880.0
Anomalia,0.0206,0.1421,0.301,-0.367,0.1435,-0.0947,-0.5671,2880.0
Anomalia,0.0128,0.1384,0.301,-0.367,0.139,-0.0615,-0.5147,2640.0
Anomalia,0.0023,0.1767,0.4731,-0.367,0.1768,0.059,-0.4346,2640.0
Anomalia,0.0122,0.1701,0.4731,-0.344,0.1706,-0.0161,-0.368,2640.0
Anomalia,0.0153,0.1872,0.4731,-0.344,0.1879,-0.0684,-0.8712,2880.0
Anomalia,0.0204,0.2088,0.4731,-0.3803,0.2098,-0.0948,-1.0832,2880.0
Anomalia,0.0227,0.1972,0.3999,-0.3803,0.1985,-0.1199,-1.1358,2880.0
Anomalia,0.01,0.1956,0.3999,-0.3803,0.1959,0.0268,-1.1348,2880.0
Anomalia,0.0086,0.1906,0.3999,-0.3803,0.1908,0.038,-1.0292,2880.0
Anomalia,0.0132,0.1616,0.3834,-0.3632,0.1622,-0.0872,-0.7485,2880.0
Anomalia,0.0138,0.1639,0.3672,-0.3676,0.1645,-0.1388,-0.7531,2880.0
Anomalia,0.0219,0.1537,0.3672,-0.3676,0.1553,-0.1962,-0.3515,2880.0
Anomalia,0.0241,0.1331,0.3672,-0.3676,0.1353,-0.1854,0.6338,2640.0
Anomalia,0.0118,0.1262,0.3672,-0.3676,0.1268,0.0335,1.2072,2640.0
Anomalia,0.0099,0.0758,0.214,-0.1433,0.0764,0.3502,-0.1921,3120.0
Anomalia,0.0031,0.0991,0.2197,-0.286,0.0992,-0.2233,0.3179,2880.0
Anomalia,0.0117,0.1151,0.2798,-0.286,0.1157,0.004,-0.227,2640.0
Anomalia,0.0226,0.1379,0.3684,-0.286,0.1398,0.0582,-0.6446,2640.0
Anomalia,0.0182,0.1598,0.3684,-0.3394,0.1608,-0.0781,-0.8578,2640.0
Anomalia,0.0167,0.175,0.3684,-0.3455,0.1758,-0.0815,-0.9691,2640.0
Anomalia,0.0062,0.1759,0.3684,-0.3455,0.176,0.0069,-0.9982,2880.0
Anomalia,-0.003,0.173,0.309,-0.3455,0.173,-0.0158,-1.0573,2880.0
Anomalia,0.0106,0.1672,0.315,-0.3455,0.1675,-0.0454,-1.0434,2880.0
Anomalia,0.0279,0.1651,0.4066,-0.2914,0.1674,0.0888,-0.9686,2880.0
Anomalia,0.022,0.1715,0.4066,-0.3119,0.1729,-0.0379,-0.9271,2640.0
Anomalia,0.0237,0.1769,0.4066,-0.3119,0.1785,-0.0689,-1.0506,2640.0
Anomalia,0.0087,0.1815,0.4066,-0.3419,0.1817,-0.0356,-1.0729,2640.0
Anomalia,0.001,0.1584,0.2829,-0.3419,0.1584,-0.1962,-0.8964,2400.0
Anomalia,0.0102,0.1602,0.2829,-0.3419,0.1605,-0.0917,-1.0425,2400.0
Anomalia,0.0183,0.165,0.3521,-0.3419,0.1661,-0.1118,-0.8743,2640.0
Anomalia,0.0219,0.1441,0.3521,-0.333,0.1458,0.0281,-0.4783,2640.0
Anomalia,0.0165,0.1721,0.3847,-0.3611,0.1729,-0.0358,-0.7694,2880.0
Anomalia,0.0193,0.1918,0.4354,-0.4489,0.1928,-0.1198,-0.5805,2880.0
Anomalia,0.0082,0.1877,0.4354,-0.4489,0.1879,-0.0544,-0.6001,2880.0
Anomalia,0.0141,0.1928,0.4354,-0.4489,0.1933,-0.1203,-0.775,2880.0
Anomalia,0.0136,0.1729,0.4354,-0.4489,0.1734,-0.098,-0.4709,2880.0
Anomalia,0.0048,0.1738,0.3674,-0.3905,0.1739,-0.0652,-0.8147,2640.0
Anomalia,0.0119,0.1545,0.3674,-0.3905,0.155,-0.1468,-0.0937,2640.0
Anomalia,0.0099,0.1522,0.3674,-0.3905,0.1526,-0.1396,0.0099,3360.0
Anomalia,0.0142,0.1493,0.3674,-0.3905,0.15,-0.2292,0.1587,2880.0
Anomalia,0.0188,0.126,0.3286,-0.2658,0.1274,-0.0028,-0.4588,2640.0
Anomalia,0.025,0.1788,0.4287,-0.3805,0.1805,0.0996,-0.5427,2880.0
Anomalia,0.0208,0.2172,0.4287,-0.4172,0.2182,-0.0202,-0.9856,2880.0
Anomalia,0.0186,0.2341,0.4287,-0.4172,0.2348,-0.0098,-1.2701,2880.0
Anomalia,0.0127,0.2356,0.4287,-0.4172,0.236,0.0128,-1.2874,2880.0
Anomalia,0.0031,0.2015,0.4078,-0.4172,0.2015,-0.0161,-0.9572,2640.0
Anomalia,0.0154,0.197,0.5109,-0.3538,0.1976,0.1664,-0.7474,2640.0
Anomalia,0.0035,0.2266,0.5526,-0.503,0.2266,0.0503,-0.5362,2640.0
Anomalia,0.0105,0.2945,0.7535,-0.7375,0.2946,0.0739,-0.239,2640.0
Anomalia,0.0154,0.3049,0.7535,-0.7375,0.3053,0.0491,-0.5335,2640.0
Anomalia,-0.0,0.2923,0.7535,-0.7375,0.2923,0.1036,-0.2645,2880.0
Anomalia,0.0098,0.3056,0.7535,-0.7375,0.3057,0.0216,-0.3987,2880.0
Anomalia,0.0158,0.2486,0.5088,-0.6421,0.2491,-0.041,-0.6002,2880.0
Anomalia,0.0148,0.2445,0.5088,-0.6421,0.2449,-0.0885,-0.5156,2880.0
Anomalia,0.0281,0.2634,0.5868,-0.6421,0.2649,-0.0639,-0.6674,2880.0
Anomalia,0.0244,0.2278,0.5868,-0.489,0.2291,0.0274,-0.723,2880.0
Anomalia,0.0085,0.2285,0.5868,-0.489,0.2286,0.0026,-0.6599,2640.0
Anomalia,0.0104,0.2216,0.5868,-0.489,0.2218,0.0025,-0.4369,2640.0
Anomalia,0.0107,0.1871,0.431,-0.489,0.1874,-0.2744,-0.2321,2640.0
Anomalia,0.0201,0.1688,0.431,-0.4058,0.17,0.0323,-0.082,2640.0
Anomalia,0.0158,0.1828,0.3934,-0.4168,0.1835,-0.0801,-0.3872,2640.0
Anomalia,0.014,0.19,0.3934,-0.4168,0.1905,-0.1018,-0.5988,2640.0
Anomalia,0.0047,0.2122,0.5756,-0.4181,0.2123,0.0533,-0.7438,2640.0
Anomalia,-0.0038,0.2578,0.6042,-0.6162,0.2578,0.054,-0.6052,2640.0
Anomalia,0.0227,0.236,0.6042,-0.6162,0.237,-0.0798,-0.0996,2640.0
Anomalia,0.0177,0.2515,0.6042,-0.6162,0.2521,-0.0132,-0.4413,2640.0
Anomalia,0.0135,0.2696,0.6042,-0.6162,0.2699,-0.057,-0.7502,2640.0
Anomalia,0.017,0.2277,0.5013,-0.4456,0.2283,-0.0458,-0.8589,2640.0
Anomalia,0.0036,0.2293,0.5013,-0.4456,0.2293,0.0354,-0.9003,2880.0
Anomalia,0.0086,0.2043,0.5013,-0.4456,0.2045,-0.0686,-0.5612,2880.0
Anomalia,0.0171,0.1508,0.3586,-0.3202,0.1517,0.0012,-0.9078,2880.0
Anomalia,0.0225,0.1314,0.2785,-0.3202,0.1333,-0.1795,-0.6777,2640.0
Anomalia,0.0186,0.1203,0.261,-0.2186,0.1217,-0.0465,-1.0539,2400.0
Anomalia,0.0132,0.162,0.4014,-0.4055,0.1625,-0.06,-0.2546,2400.0
Anomalia,0.0072,0.1665,0.4014,-0.4055,0.1667,-0.0214,-0.2115,2640.0
Anomalia,0.003,0.1878,0.44,-0.5603,0.1878,-0.1355,0.1983,2640.0
Anomalia,0.0212,0.3772,1.1741,-1.0241,0.3778,0.1154,1.1219,2880.0
Anomalia,0.0301,0.5201,1.1741,-1.1499,0.521,0.0285,-0.1522,3120.0
Anomalia,0.0354,0.6103,1.1741,-1.1499,0.6114,-0.0362,-0.9469,3120.0
Anomalia,0.039,0.7816,1.6852,-1.6643,0.7826,-0.0189,-1.1012,2880.0
Anomalia,0.0125,0.8694,1.6852,-1.6952,0.8695,-0.0267,-1.1514,2880.0
Anomalia,-0.0054,0.8766,1.6852,-1.6952,0.8766,0.0018,-1.1658,2880.0
Anomalia,-0.012,0.9062,1.6852,-1.6952,0.9063,0.0278,-1.2642,2880.0
Anomalia,-0.0148,0.872,1.5483,-1.6952,0.8721,0.0255,-1.3428,2880.0
Anomalia,-0.0013,0.7782,1.4071,-1.2786,0.7782,0.0607,-1.3612,2640.0
Anomalia,0.0123,0.7272,1.4071,-1.2784,0.7273,0.054,-1.2703,2880.0
Anomalia,0.0162,0.6533,1.4071,-1.2517,0.6535,0.0461,-1.1241,2880.0
Anomalia,0.0127,0.538,1.0531,-1.0235,0.5382,0.0053,-1.2614,2880.0
Anomalia,0.0196,0.4599,0.8653,-0.862,0.4603,-0.0483,-1.1349,2880.0
Anomalia,0.0273,0.4109,0.7902,-0.7992,0.4119,-0.0892,-1.0917,2880.0
Anomalia,0.0131,0.365,0.7902,-0.7992,0.3653,-0.042,-0.8352,2880.0
Anomalia,0.0205,0.4485,1.1269,-1.0383,0.449,-0.0316,-0.3054,2880.0
Anomalia,0.0159,0.4947,1.1269,-1.0383,0.495,-0.0192,-0.7495,2880.0
Anomalia,0.011,0.5117,1.1269,-1.0383,0.5118,0.0001,-0.9122,2640.0
Anomalia,0.0223,0.5193,1.1269,-1.0383,0.5198,-0.0165,-1.0125,2640.0
Anomalia,0.02,0.3931,0.8489,-0.8315,0.3936,-0.0023,-0.6893,2640.0
Anomalia,0.0219,0.3253,0.7915,-0.6609,0.326,0.0049,-0.5384,2640.0
Anomalia,0.0019,0.2951,0.6379,-0.7329,0.2951,-0.0761,-0.5746,2640.0
Anomalia,0.0022,0.2956,0.5952,-0.7329,0.2957,-0.14,-0.6808,2640.0
Anomalia,0.0102,0.297,0.5952,-0.7329,0.2971,-0.1895,-0.6829,2640.0
Anomalia,0.0002,0.2859,0.5952,-0.7329,0.2859,-0.1334,-0.5182,2880.0
Anomalia,0.024,0.2402,0.5952,-0.6079,0.2414,-0.1685,-0.3063,2880.0
Anomalia,0.0264,0.1801,0.3795,-0.4001,0.182,-0.0896,-0.7155,2640.0
Anomalia,0.0085,0.2512,0.7575,-1.0082,0.2513,-0.3873,2.0157,2880.0
Anomalia,0.0348,0.4582,1.2252,-1.1159,0.4595,0.0598,0.967,2880.0
Anomalia,0.0138,0.5488,1.2252,-1.1159,0.549,0.03,-0.2693,2640.0
Anomalia,0.0153,0.5528,1.2252,-1.1159,0.553,0.0216,-0.3412,2640.0
Anomalia,0.0314,0.5612,1.2252,-1.1159,0.5621,0.0064,-0.5553,2880.0
Anomalia,0.0017,0.4259,1.081,-1.085,0.4259,-0.0321,-0.2138,2880.0
Anomalia,0.0178,0.2862,0.712,-0.5923,0.2868,0.1626,-0.1546,2880.0
Anomalia,0.0099,0.2751,0.712,-0.5923,0.2753,0.2597,0.2329,2880.0
Anomalia,-0.0043,0.2283,0.6344,-0.5964,0.2283,-0.067,0.3249,2400.0
Anomalia,0.0262,0.3747,1.2269,-1.026,0.3756,0.3274,1.6567,2640.0
Anomalia,0.0221,0.4903,1.2269,-1.026,0.4908,0.1237,-0.2734,2640.0
Anomalia,0.0152,0.5407,1.2269,-1.026,0.5409,0.0703,-0.9163,2640.0
Anomalia,0.0304,0.541,1.2269,-1.026,0.5418,0.0174,-0.9318,2880.0
Anomalia,-0.0069,0.4466,0.987,-1.0112,0.4467,0.0194,-0.7116,2880.0
Anomalia,-0.0079,0.3509,0.6874,-0.7919,0.3509,-0.0518,-1.0279,2880.0
Anomalia,0.0188,0.2968,0.5195,-0.5591,0.2974,-0.026,-1.2819,2640.0
Anomalia,0.0034,0.2651,0.5195,-0.5591,0.2651,-0.0042,-0.9133,2640.0
